thumbnail,id,date,issue_number,issue_id,page,url,download_image,text
"{""img_src"": ""https://nla.gov.au/nla.obj-488990730/image?WID=500"", ""width"": 250}",nla.obj-488990730,1891-12-19,618,nla.obj-488979849,11,https://nla.gov.au/nla.obj-488990730,https://nla.gov.au/nla.obj-488990730/image,"

CHRISTMAS
NUMRER
OF THE
BULLETIN
Vol. 11—No. 618
SATURDAY, DECEMBER 19, 1«91.
Price, 6d
H mcmta tfmp to Ufalpttinm, ,^^§l
“Si Mfdt turn rn(m tte m mbit: I’l'r 1 ’ 1 'r /jj
|!||( Q ) hikmtidtikrd
J tetfa to pto ilkilfnikmJ;
iA Hufltf Ite m i|E tote toiiputek iiw.
® toifc joteto of fa.
(5 Jf r I r . r-> jMi|f
mckqmakTin&pmk V^jy
Ida Urinate knuhmhklkms liifi,
p~ ffad Itm) [irflutu' some pmh m r
/ Bc could frit a 'tfmrwt he could wf-slui
done riomt( the riter So jwaOtc,
6>b krliaf filler WaUttt
. yt tttum In di fwjmvnak iajrnit
nki [i|ti( urk, mil ht wiW ft stniie
%s hkmild Unk
for tfufyusrif fl stint fifty milt ;
for tht wtfjnttb film aid the opto, im
friidiut no t/nurm inlfaljfdt
pkeU Uujfhei at his tapes mlhmti
he dad awhile UUa mala a dream
<sshfti md ajf feis packeta «t he
’ JW pelted ibder the silent dream-
'pt kail fatn ijm \e\ate wandered da mm
'h ft preitim ilisit to llfakett fmiitr.
.
f
“BEEN THERE BEFORE.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-664081133/image?WID=500"", ""width"": 250}",nla.obj-664081133,1901-11-16,1135,nla.obj-664016133,7,https://nla.gov.au/nla.obj-664081133,https://nla.gov.au/nla.obj-664081133/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission as a Newspaper.
Vol. 22.—N0. 1135.
SATURDAY, NOVEMBER 16, 1901.
Prick 6d.
they may be needed.
At a meeting of'the Naturalists’ Club, held
in Vickery’s Chambers, Sydney, on Monday night,
it was decided to take steps towards preserving
the native animals of Australia, which are rapidly
being exterminated.
THE HIGH PRICE OF MEAT.
BOARDING-HOUSE CATERER : “Yes, he seems rather tender, but my boarders have got rather tired of Baked Possum and demand a change.""
FAMILY BUTCHER: ""Then, I'll tell you what, mum-let me send you a nice hindquarter of Digo or some Native Bear outlets. And we've jusb got in some fine,
fesh Playtypuses-unless you'd prefer a Bandicoot or a Gohanna!""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-733157425/image?WID=500"", ""width"": 250}",nla.obj-733157425,1886-09-25,347,nla.obj-507886214,1,https://nla.gov.au/nla.obj-733157425,https://nla.gov.au/nla.obj-733157425/image,"

The Bulletin
"
"{""img_src"": ""https://nla.gov.au/nla.obj-621186331/image?WID=500"", ""width"": 250}",nla.obj-621186331,1926-07-01,2420,nla.obj-621184468,11,https://nla.gov.au/nla.obj-621186331,https://nla.gov.au/nla.obj-621186331/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 47.—No. 2420.
THURSDAY, JULY 1, 1926.
Price 6d.
THE DOPE FIENDS.
""To combat drug trafficking in Sydney, the Police Department has established a drug bureau, to which are attached two detectives. The officers will seek for
hopeless addicts and assist them to reform,”
DETECTIVE COMMONSENSE: “Here, you men! What d’you mean by supplying the poor chap with those elopes?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-450056557/image?WID=500"", ""width"": 250}",nla.obj-450056557,1892-03-19,631,nla.obj-449992084,7,https://nla.gov.au/nla.obj-450056557,https://nla.gov.au/nla.obj-450056557/image,"

The Bulletin
To]. 3 2-Ko. C3l.
SATURDAY, MARCH T 9, 1892.
Price, 6d.
—'
REMOVING THE CAUSE.
Doctor : “Now, nurse, feed him up well ; keep him perfectly quiet, and don't let him he asked any questions. If Mr. Toohey calls tell him that Mr. Dibbs is
going to England solely for his health.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-449619256/image?WID=500"", ""width"": 250}",nla.obj-449619256,1891-07-18,596,nla.obj-449610209,7,https://nla.gov.au/nla.obj-449619256,https://nla.gov.au/nla.obj-449619256/image,"

The Bulletin
VOl. 11-No. 696.
SATURDAY, JULY 18, 1891.
Price, Sd.
ÆSOP REVISED.
%
jxfi
'°/y
WMr)E MX
coupU of dingoes orjtt sam cl
t parrot sittiMoya yarytrn. fyuldit/jj
ipjjis Jieafc ado iffy fej/
loft/ at oijte leyay it ijjiyediuhu/ To uwf
koi/eli/ creatiLre! etdami 1
4(, <rs I P i 1 u
ll}t fjai/t ymrdtyoi you yak a mag-
nificent lioite, anti jW you speak Ikfaja-
fisj) layoff lueytly . J>o fail or us
uliljj a fed Mori s ule
l/cue a fcsle of//our qualififi'^
Carefully amiss
ft fi/i }b opul^iif/\)t firn/ly
playm i)'is dm# iipoy it, t\ye bird
optpta j)is «)uatj) af)d p)urn)urtdj
Fry a Ilit of a liar njysdf:
hut Ji ,
THE N.S.W. POLITICAL POSITION.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-518159426/image?WID=500"", ""width"": 250}",nla.obj-518159426,1951-01-17,3701,nla.obj-518098777,5,https://nla.gov.au/nla.obj-518159426,https://nla.gov.au/nla.obj-518159426/image,"

The Bulletin
Vol. 72—No. 3701
Wednesday, January 17, 1931
zwm M3J3
JIO JAH Of TAM
BMJA
“TIME, GENTLEMEN —PLEASE!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-443520747/image?WID=500"", ""width"": 250}",nla.obj-443520747,1889-11-23,510,nla.obj-443468270,3,https://nla.gov.au/nla.obj-443520747,https://nla.gov.au/nla.obj-443520747/image,"

The Bulletin
Vol. 10—No. 510.
SATURDAY, NOVEMBER 23, 1889.
Price, 6d.
"" TTsDEKA r/OAS /S' /A/ T///S A//e "" „ r '’A""
— -4 ty/fo/Zy y?a6/?//~
x hSafycc, tVayya, /
""""/// //siNRy ZocM's /'rp/y /?us/ra.//'a >
—~ 67a QCL/b - "" '
k , - 76ote/ //o/>e7au.p 's /tpUtp Sfeccf-
JT'f&s /frclfed. y 6hrttq/do
/ /s j/y// M//f u-s
/po.fs aya.c/~/
g
h-e*? ytyfr/cO', jr
>J / #?Uy
fX/oecy-ect '
/M/
t rr f *
/V/lr
CAHTOONLETS.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-532712111/image?WID=500"", ""width"": 250}",nla.obj-532712111,1942-08-26,3263,nla.obj-532671469,5,https://nla.gov.au/nla.obj-532712111,https://nla.gov.au/nla.obj-532712111/image,"

The Bulletin
Vol. 63.—N0. 3263
Wednesday, August 26, 1942
“ONE FOR THE ROAD.”
""Between 25 and 30 toasts were drunk at the Stalin-Churchill banquet, the Russian drinking a full glass each time. Stalin proposed half a dozen toasts....'Don't
spend so much money on intoxicants,’ said Mr. Curtin at Brisbane. ‘Reconcile yourselves to a season of austerity.'""
“Another for Australia, comrades! Here’s to Jack Curtin and his austerity campaign!""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-525400916/image?WID=500"", ""width"": 250}",nla.obj-525400916,1952-06-25,3776,nla.obj-525385609,5,https://nla.gov.au/nla.obj-525400916,https://nla.gov.au/nla.obj-525400916/image,"

Vol. 73—No. 3776
Wednesday, June 2S, 1952
The Bulletin
B 3 ! T FI A
QI4A HS AO
r sorr y ""
NO
inflation
REGULAR CUSTOMERS, TOO.
“Are you sure you haven’t a bit stuck away under the counter somewhere?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-525441904/image?WID=500"", ""width"": 250}",nla.obj-525441904,1952-09-03,3786,nla.obj-525399912,5,https://nla.gov.au/nla.obj-525441904,https://nla.gov.au/nla.obj-525441904/image,"

The Bulletin
Vol 73—No, 3786
Wednesday, September 3, 1952
NATIONAL
Enterprise
\NK
DON BUREAUCRAT AND SANCHO STAMPA.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-592099962/image?WID=500"", ""width"": 250}",nla.obj-592099962,1940-01-24,3128,nla.obj-592080604,7,https://nla.gov.au/nla.obj-592099962,https://nla.gov.au/nla.obj-592099962/image,"

RETURN OF THE VIKING.
“In defiance of threats, Swedes, Norwegians and Danes are actively helping Finland, and Moscow demands for the muzzling of the Swedish press have been curtly rejected.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-578411682/image?WID=500"", ""width"": 250}",nla.obj-578411682,1939-04-26,3089,nla.obj-578405874,11,https://nla.gov.au/nla.obj-578411682,https://nla.gov.au/nla.obj-578411682/image,"

HANDING IT ON.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-490339969/image?WID=500"", ""width"": 250}",nla.obj-490339969,1895-06-08,799,nla.obj-490331550,7,https://nla.gov.au/nla.obj-490339969,https://nla.gov.au/nla.obj-490339969/image,"

The Bulletin
Penisfcrd nf the Genera* Pouf, Office, Sydney, <or transmission hv rest as a Newspaper.
Vol. 10.—No. 71*9-
SATUHDAY. JUNE 8. 1895.
Price, io.
yj*f
s* 1 ■>
,/vo* „r .
r _ Af*
""Cliffy
for
Y ll 01^
Tj'Ccfs C„u7cf Ar/i//fr<r s~osrterf
a*ruj//fff <wt- of a Occrre/- 7urr?,f
fd
GEORGE REID AND THE N.S.W. GOVERNORSHIP.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-608638209/image?WID=500"", ""width"": 250}",nla.obj-608638209,1936-07-01,2942,nla.obj-608629421,7,https://nla.gov.au/nla.obj-608638209,https://nla.gov.au/nla.obj-608638209/image,"

FREAKS
Vol. 57.—N0. 2942.
July 1, 1936.
NO SHORTAGE.
""Defence Minister Parkhill and Mr. Sydney Snow, chairman of the U.A.P., received King’s Birthday knighthoods.”
“There you are, Archie, and you, Sydney; and hold on a bit, you other U.A.P. boys! There’s plenty more!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-542566429/image?WID=500"", ""width"": 250}",nla.obj-542566429,1946-05-22,3458,nla.obj-542540894,11,https://nla.gov.au/nla.obj-542566429,https://nla.gov.au/nla.obj-542566429/image,"

The Bulletin
Vol. 67—No. 3458
Wednesday, May 22, 1946
SHARPER THAN A SERPENT’S TOOTH.
“During the fortnight’s strike which tied up over a hundred ships, and which was settled on the usual terms—total and ignominious surrender to Communists—
Mr. Forde learned that TWO servicemen would be his opponents in Capricornia.”
“And after all I’ve done for them! They can’t do this to ME!""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-669554578/image?WID=500"", ""width"": 250}",nla.obj-669554578,1919-03-20,2040,nla.obj-669400700,7,https://nla.gov.au/nla.obj-669554578,https://nla.gov.au/nla.obj-669554578/image,"

The Bulletin
Registered at the General Post Office. Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Voi. 40.—N0. 2040.
THURSDAY, MARCH 20, 1919.
Price 6d.
JUSTICE—FOR CITIZEN-SOLDIERS.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-600525459/image?WID=500"", ""width"": 250}",nla.obj-600525459,1930-01-01,2603,nla.obj-600515918,7,https://nla.gov.au/nla.obj-600525459,https://nla.gov.au/nla.obj-600525459/image,"

The Bulletin
Vol. 51.—N0. 2603.
January 1, 1930.
“YOU’RE NEXT. MISS!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-660612757/image?WID=500"", ""width"": 250}",nla.obj-660612757,1908-10-22,1497,nla.obj-660602960,7,https://nla.gov.au/nla.obj-660612757,https://nla.gov.au/nla.obj-660612757/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. 29.—N0. 1497.
THURSDAY, OCTOBER 22, 1908.
PltlCK 60
RUNNING AMOK.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-611288048/image?WID=500"", ""width"": 250}",nla.obj-611288048,1934-11-07,2856,nla.obj-611243514,7,https://nla.gov.au/nla.obj-611288048,https://nla.gov.au/nla.obj-611288048/image,"

The Bulletin
Vol. 55.—N0. 2856.
November 7, 1934.
IT’S HELL TO BELONG TO A SUICIDE CLUB!
"
"{""img_src"": ""https://nla.gov.au/nla.obj-491163840/image?WID=500"", ""width"": 250}",nla.obj-491163840,1893-05-27,693,nla.obj-491138715,7,https://nla.gov.au/nla.obj-491163840,https://nla.gov.au/nla.obj-491163840/image,"

The Bulletin
Vol. 13~N0.693*
SATURDAY, MAY 27. 1893.
Price, 6d.
I 1iH s/
S * On x
.f* ) '
'V*
%
I s '
oi</
be 'qoocl j’Of &
//. */r""
x#
xX
X°>'
XX
Jp
/X ‘
HV
£=s <ao
JSsT
'^v
>=
7 ft
<s>
o
%
%
%
NXX '%=-
<•
> l
s
y N -yy
/ aV
y r i> /
/<#
/iV
./""' wV''
yy
y
/
%
\
V
%
CsUe people i>)
Sydyej y ak -''^
p*j
X J 0 u), &
js>r i f; te
T&l\iv)
-TICKETS-
h\
Gtrt-e/ 1
urt,:; ' CiVe ij>e Jim-ooe
oj iro-y ""
■ On N Buffer £uf
J/jatNpp / ///- 6#s fC te& rc/opf'rf’ee’fplze
“THANK HEAVEN, THAT’S PATH;” OR, THE NEW N.B.W. PAPER CURRENCY.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-617775719/image?WID=500"", ""width"": 250}",nla.obj-617775719,1924-10-09,2330,nla.obj-617709354,11,https://nla.gov.au/nla.obj-617775719,https://nla.gov.au/nla.obj-617775719/image,"

The Bulletin
Registered at the General Post Office, Sydney, K.S.W., Australia, for Transmission by Post as a Newspaper.
THURSDAY, OCTOBER 9, 1924.
Pbice 6u.
A oL« 4o. —ISo. J3JO.
THE TEMPLE OF PEACE.
""The existence of the League of Nations has been several times threatened recently in consequence of Japan and other nations making demands in their own particular interests.
CHORUS OF SEVERAL OF THEM: “Now, I wonder whether it’s worth while burning down the temple in order to roast my pig?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-448659548/image?WID=500"", ""width"": 250}",nla.obj-448659548,1891-02-21,575,nla.obj-448614730,7,https://nla.gov.au/nla.obj-448659548,https://nla.gov.au/nla.obj-448659548/image,"

The Bulletin
Mll-No, 575.
SATURDAY, FEBRUARY 21, 1891.
Price, GA.
BEDFELLOWS—BUT SLEEPING WITH ONE EYE OPEN.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-656393440/image?WID=500"", ""width"": 250}",nla.obj-656393440,1914-05-14,1787,nla.obj-656366873,7,https://nla.gov.au/nla.obj-656393440,https://nla.gov.au/nla.obj-656393440/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post) as a Newspaper.
v 01.35. 1787.
THURSDAY, MAY 14,1
*».«*
A LEAGUE OF BOY NARKS.
It is proposed (see leading art icle in this issue) that as the Australian boy has to carry the burden of defence he should also have a say in the expen-
diture. He is here depicted making announcement that he won’t be liable for his father’s permanent unproductive bor rowings.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-690673625/image?WID=500"", ""width"": 250}",nla.obj-690673625,1905-12-21,1349,nla.obj-690641653,9,https://nla.gov.au/nla.obj-690673625,https://nla.gov.au/nla.obj-690673625/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. 26.—N0. 1349.
THURSDAY, DECEMBER 21, 1905.
Priob 6r>.
CHRISTMAS CARDS.
The Maoriland Government is advertising the country by publishing photographs of Maori beauties in a more or less state of nature. Why
shouldn’t Australia utilise “native types” in the same way-say, in the form of Christmas cards?
"
"{""img_src"": ""https://nla.gov.au/nla.obj-491151881/image?WID=500"", ""width"": 250}",nla.obj-491151881,1893-04-29,689,nla.obj-491138634,7,https://nla.gov.au/nla.obj-491151881,https://nla.gov.au/nla.obj-491151881/image,"

The Bulletin
Vol. 13~K0.65P.
SATURDAY, APRIL 29, 1998.
Price, 6d.
>2^
A STARTLING CURIOSILY.
“United we stand; divided we fall.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-489901012/image?WID=500"", ""width"": 250}",nla.obj-489901012,1895-05-04,794,nla.obj-489819031,7,https://nla.gov.au/nla.obj-489901012,https://nla.gov.au/nla.obj-489901012/image,"

The Bulletin
Registered at the Genera' Poet Office, Sydney, r or transmission hv rosl as a Newspaper.
Vol. It).—No. 7!'4,
SATURDAY, MAY 4 1P.95.
Price, 60.
1 WANTED 1 NIG(|fR LABOR
I ftHp WO ASKED.
I Hirers with a! past ""
I Will do .
LANDING OF “FOREFATHERS” IN QUEENSLAND.
The South Sea Islanders now deport their criminals to Queensland where they are “ absorbed ” by the Labor market.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-693450944/image?WID=500"", ""width"": 250}",nla.obj-693450944,1919-07-03,2055,nla.obj-693443204,7,https://nla.gov.au/nla.obj-693450944,https://nla.gov.au/nla.obj-693450944/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 40.—N0, 2035.
THURSDAY, JULY 3, 1910.
PfilCE 6d.
PEACE.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-547266749/image?WID=500"", ""width"": 250}",nla.obj-547266749,1946-10-30,3481,nla.obj-547253423,11,https://nla.gov.au/nla.obj-547266749,https://nla.gov.au/nla.obj-547266749/image,"

The Bulletin
Vol. 67—No. 3481
Wednesday, October 30, 1946
THE SLEEPING BEAUT.
"
